,Date,Sentiment,Company
159,2/17/17,2.612418468,Apple
160,2/17/17,2.81631486,Apple
161,2/21/17,5.650369573,Apple
162,2/21/17,-11.87686564,Apple
163,2/21/17,-1.547572197,Apple
164,2/21/17,-1.547572197,Apple
165,2/21/17,-0.443484992,Apple
166,2/21/17,3.440763342,Apple
167,2/21/17,7.929507162,Apple
168,2/21/17,7.639325251,Apple
169,2/21/17,-2.387095111,Apple
170,2/22/17,2.677610676,Apple
171,2/22/17,8.368785149,Apple
172,2/22/17,1.215139187,Apple
173,2/22/17,8.780148724,Apple
174,2/22/17,0,Apple
175,2/22/17,4.28838231,Apple
176,2/22/17,-2.418362094,Apple
177,2/23/17,-11.6886852,Apple
178,2/23/17,10.98704456,Apple
179,2/23/17,-3.743312752,Apple
180,2/23/17,12.87356382,Apple
181,2/23/17,4.672517098,Apple
182,2/23/17,7.031360211,Apple
183,2/23/17,6.424054476,Apple
184,2/24/17,0.577350269,Apple
185,2/24/17,-2.607628751,Apple
186,2/24/17,5.053538813,Apple
187,2/24/17,4.065211362,Apple
188,2/27/17,1.805335621,Apple
189,2/27/17,0.856700179,Apple
190,2/27/17,-0.51233125,Apple
191,2/27/17,3.093857093,Apple
192,2/27/17,-1.339893127,Apple
193,2/27/17,0.172101009,Apple
194,2/27/17,9.475514503,Apple
195,2/27/17,9.475514503,Apple
196,2/27/17,9.475514503,Apple
197,2/27/17,-5.924095956,Apple
198,2/28/17,-1.547572197,Apple
199,2/28/17,-1.547572197,Apple
200,2/28/17,-3.209320534,Apple
201,2/28/17,3.535009445,Apple
202,2/28/17,8.126829713,Apple
203,2/28/17,-12.92507729,Apple
204,2/28/17,4.305114098,Apple
205,2/28/17,6.797891982,Apple
206,2/28/17,5.294350724,Apple
207,2/28/17,5.145452145,Apple
208,3/1/17,4.252029942,Apple
209,3/1/17,-4.275688572,Apple
210,3/1/17,2.626191669,Apple
211,3/1/17,5.822326503,Apple
212,3/2/17,-3.035686273,Apple
213,3/2/17,3.850566404,Apple
214,3/2/17,-3.282125875,Apple
215,3/2/17,21.51480668,Apple
216,3/3/17,3.048522924,Apple
217,3/3/17,1.15102197,Apple
218,3/6/17,-2.422649731,Apple
219,3/6/17,-3.096755203,Apple
220,3/6/17,-4.425498119,Apple
221,3/6/17,-2.827898991,Apple
222,3/6/17,-10.23206179,Apple
223,3/6/17,3.464479452,Apple
224,3/6/17,-0.587179548,Apple
225,3/7/17,7.365753299,Apple
226,3/7/17,-0.304700745,Apple
227,3/7/17,-9.789992309,Apple
228,3/8/17,-6.166245978,Apple
229,3/8/17,3.389871885,Apple
230,3/9/17,-6.095673085,Apple
231,3/9/17,3.78704313,Apple
232,3/9/17,-7.761677169,Apple
233,3/9/17,11.86552165,Apple
234,3/9/17,-7.971733839,Apple
235,3/9/17,31.05972441,Apple
236,3/9/17,-6.91075809,Apple
237,3/9/17,-6.971733839,Apple
238,3/9/17,-5.971733839,Apple
239,3/10/17,24.37795304,Apple
240,3/10/17,6.674347236,Apple
241,3/13/17,-0.505318232,Apple
242,3/13/17,7.553066041,Apple
243,3/14/17,-13.41610167,Apple
244,3/14/17,-2.547572197,Apple
245,3/15/17,3.587381906,Apple
246,3/15/17,0.702349682,Apple
247,3/15/17,-13.19504624,Apple
248,3/16/17,1.942936206,Apple
249,3/16/17,-15.32754732,Apple
250,3/17/17,4.998669481,Apple
251,3/17/17,-17.12739313,Apple
252,3/17/17,4.643422228,Apple
253,3/17/17,1.394971665,Apple
254,3/17/17,10.30600106,Apple
255,3/17/17,9.306001064,Apple
256,3/17/17,7.632208833,Apple
257,3/17/17,11.30600106,Apple
258,3/20/17,-0.233486898,Apple
259,3/20/17,3.930713324,Apple
260,3/20/17,-5.184944885,Apple
261,3/20/17,-1.091491007,Apple
262,3/20/17,-7.913546433,Apple
263,3/20/17,-0.464990555,Apple
264,3/20/17,3.084290632,Apple
265,3/20/17,-7.961973447,Apple
266,3/20/17,2.547435495,Apple
267,3/20/17,0.535009445,Apple
268,3/21/17,3.421153855,Apple
269,3/21/17,-10.62565445,Apple
270,3/21/17,10.25028494,Apple
271,3/21/17,1,Apple
272,3/21/17,2.421153855,Apple
273,3/21/17,-2.735621524,Apple
274,3/21/17,9.207548875,Apple
275,3/21/17,1.959200931,Apple
276,3/21/17,11.25028494,Apple
277,3/22/17,-14.46223996,Apple
278,3/22/17,0.45558136,Apple
279,3/22/17,-5.884468313,Apple
280,3/22/17,2.421153855,Apple
281,3/22/17,9.002642151,Apple
282,3/22/17,1.182850935,Apple
283,3/22/17,3.421153855,Apple
284,3/22/17,4.039390162,Apple
285,3/22/17,7.077443338,Apple
286,3/22/17,2.421153855,Apple
287,3/23/17,49.61433293,Apple
288,3/23/17,5.906995383,Apple
289,3/23/17,-5.643225851,Apple
290,3/23/17,2.726609911,Apple
291,3/24/17,1.996496158,Apple
292,3/24/17,0.112230138,Apple
293,3/24/17,0.687652476,Apple
294,3/24/17,3.592514066,Apple
295,3/24/17,3.754321216,Apple
296,3/27/17,6.107567875,Apple
297,3/27/17,9.370529162,Apple
298,3/27/17,-1.787800489,Apple
299,3/28/17,-4.310678197,Apple
300,3/28/17,-4.884468313,Apple
301,3/28/17,7.08861121,Apple
302,3/28/17,2.939231833,Apple
303,3/28/17,4.778883663,Apple
304,3/28/17,6.107567875,Apple
305,3/29/17,2.122834584,Apple
306,3/29/17,1,Apple
307,3/29/17,15.58292884,Apple
308,3/29/17,4.791049643,Apple
309,3/29/17,3.681039967,Apple
310,3/29/17,5.78771311,Apple
311,3/30/17,-0.337404734,Apple
312,3/30/17,10.36524164,Apple
313,3/30/17,5.087404992,Apple
314,3/30/17,1,Apple
315,3/30/17,7.819455799,Apple
316,3/30/17,2.993315042,Apple
317,3/31/17,3.606933278,Apple
318,3/31/17,-0.546240048,Apple
319,3/31/17,0.946849745,Apple
320,3/31/17,8.302732078,Apple
321,3/31/17,-6.14100427,Apple
322,3/31/17,-16.92220881,Apple
323,3/31/17,-2,Apple
324,3/31/17,-4.491777702,Apple
325,3/31/17,-3.673792231,Apple
326,3/31/17,9.659896656,Apple
327,4/3/17,-0.457724011,Apple
328,4/3/17,0.887313375,Apple
329,4/3/17,1.85234255,Apple
330,4/3/17,-0.462096908,Apple
331,4/3/17,-0.462096908,Apple
332,4/3/17,2.609932511,Apple
333,4/3/17,8.648203243,Apple
334,4/3/17,0.582673613,Apple
335,4/3/17,1.424658826,Apple
336,4/3/17,2.049812985,Apple
337,4/4/17,-8.592292947,Apple
338,4/4/17,-0.039168851,Apple
339,4/4/17,-0.039168851,Apple
340,4/4/17,3.30136471,Apple
341,4/4/17,3.083560403,Apple
342,4/4/17,-2.880977242,Apple
343,4/5/17,2.645054186,Apple
344,4/5/17,-8.175723301,Apple
345,4/5/17,-13.03554469,Apple
346,4/5/17,-1.053884722,Apple
347,4/6/17,-7.919663008,Apple
348,4/6/17,9.772502282,Apple
349,4/6/17,7.302465631,Apple
350,4/6/17,-3.783546414,Apple
351,4/6/17,-0.059898861,Apple
352,4/6/17,-19.61036131,Apple
353,4/6/17,-11.82759813,Apple
354,4/6/17,-20.23469015,Apple
355,4/6/17,-14.5930099,Apple
356,4/6/17,-23.80268377,Apple
357,4/7/17,-5.615492006,Apple
358,4/10/17,-5.541388207,Apple
359,4/10/17,1.411474198,Apple
360,4/11/17,-26.41216919,Apple
361,4/11/17,-5.979611949,Apple
362,4/11/17,-1.579456159,Apple
363,4/11/17,-1.821181891,Apple
364,4/11/17,-10.39950776,Apple
365,4/11/17,0,Apple
366,4/11/17,-26.2499136,Apple
367,4/11/17,5.43281435,Apple
368,4/11/17,-7.96209991,Apple
369,4/11/17,-7.826528022,Apple
370,4/12/17,0.641315157,Apple
371,4/12/17,7.084214906,Apple
372,4/12/17,-26.61142585,Apple
373,4/12/17,-27.07051978,Apple
374,4/12/17,-18.50672352,Apple
375,4/13/17,-6.773083664,Apple
376,4/13/17,1.135979789,Apple
377,4/13/17,9.394971665,Apple
378,4/13/17,-14.4718132,Apple
379,4/13/17,0.007254164,Apple
380,4/13/17,1.722899541,Apple
381,4/13/17,1.28843399,Apple
382,4/13/17,5.053538813,Apple
383,4/13/17,-1.360674749,Apple
384,4/13/17,-1.02785531,Apple
385,4/17/17,7.985177442,Apple
386,4/17/17,-5.971098131,Apple
387,4/17/17,-2.332785533,Apple
388,4/17/17,-1.198847138,Apple
389,4/17/17,3.231456379,Apple
390,4/17/17,9.068309893,Apple
391,4/18/17,-0.76539398,Apple
392,4/18/17,-0.76539398,Apple
393,4/18/17,2.52810554,Apple
394,4/18/17,2.566836146,Apple
395,4/18/17,1.268825683,Apple
396,4/18/17,-2.684819843,Apple
397,4/18/17,-2.277982453,Apple
398,4/18/17,4.52810554,Apple
399,4/18/17,-2.655105649,Apple
400,4/18/17,-2.655105649,Apple
401,4/19/17,-9.936473882,Apple
402,4/19/17,-6.795405805,Apple
403,4/19/17,-0.888751221,Apple
404,4/19/17,-2.651958253,Apple
405,4/19/17,-9.717739767,Apple
406,4/19/17,-0.294519903,Apple
407,4/19/17,14.29725841,Apple
408,4/19/17,0,Apple
409,4/19/17,8.014558718,Apple
410,4/19/17,0.31385694,Apple
411,4/20/17,-8.012562752,Apple
412,4/20/17,6.144409551,Apple
413,4/20/17,-8.179971489,Apple
414,4/20/17,-10.53678101,Apple
415,4/20/17,-0.678149694,Apple
416,4/20/17,2.869416423,Apple
417,4/20/17,-12.3767517,Apple
418,4/20/17,-0.678149694,Apple
419,4/21/17,6.857018284,Apple
420,4/21/17,-9.501436238,Apple
421,4/21/17,-13.19341584,Apple
422,4/21/17,1.841166057,Apple
423,4/21/17,3.585786438,Apple
424,4/24/17,6.336896115,Apple
425,4/24/17,2.505616076,Apple
426,4/24/17,1.911490515,Apple
427,4/24/17,-5.834786386,Apple
428,4/24/17,2.373499548,Apple
429,4/24/17,-0.585786438,Apple
430,4/24/17,6.373499548,Apple
431,4/25/17,-1.97724752,Apple
432,4/25/17,-5.375999322,Apple
433,4/25/17,-2.741176003,Apple
434,4/25/17,-7.248159905,Apple
435,4/25/17,-6.623005342,Apple
436,4/25/17,-5.782310668,Apple
437,4/25/17,3.751109678,Apple
438,4/26/17,0.392233653,Apple
439,4/26/17,0.505616076,Apple
440,4/27/17,4.93870976,Apple
441,4/27/17,2,Apple
442,4/27/17,1.734580159,Apple
443,4/27/17,2,Apple
444,4/27/17,2,Apple
445,4/27/17,2,Apple
446,4/27/17,2,Apple
447,4/27/17,3.883478678,Apple
448,4/27/17,1.496827374,Apple
449,4/27/17,3.585786438,Apple
450,4/28/17,1.232495277,Apple
451,4/28/17,-2.592334621,Apple
452,4/28/17,-6.001821204,Apple
453,4/28/17,-5.001821204,Apple
454,4/28/17,-13.98089845,Apple
455,4/28/17,4.414853346,Apple
456,4/28/17,4.414853346,Apple
457,4/28/17,2,Apple
458,4/28/17,4.414853346,Apple
459,4/28/17,2.804458248,Apple
460,5/1/17,1.688399739,Apple
461,5/1/17,1.12367971,Apple
462,5/1/17,7.31555763,Apple
463,5/1/17,-2.841663257,Apple
464,5/1/17,-0.782928884,Apple
465,5/1/17,5.809711086,Apple
466,5/1/17,5.183210633,Apple
467,5/1/17,3.347348938,Apple
468,5/1/17,-6.806851349,Apple
469,5/2/17,-18.25515808,Apple
470,5/2/17,0.782178218,Apple
471,5/2/17,-5.375033176,Apple
472,5/2/17,3.352151224,Apple
473,5/2/17,-3.397936798,Apple
474,5/2/17,-4.98843062,Apple
475,5/2/17,1.301511345,Apple
476,5/3/17,1,Apple
477,5/3/17,-2.351504896,Apple
478,5/3/17,-4.40531954,Apple
479,5/3/17,-15.08354322,Apple
480,5/3/17,0.782178218,Apple
481,5/3/17,-1.086496155,Apple
482,5/3/17,-4.604530806,Apple
483,5/3/17,-3.101948319,Apple
484,5/3/17,0,Apple
485,5/3/17,-8.956147202,Apple
486,5/4/17,5.674510567,Apple
487,5/4/17,5.2818354,Apple
488,5/4/17,1.263169155,Apple
489,5/4/17,-3.190814773,Apple
490,5/4/17,1.980722602,Apple
491,5/4/17,-1.254348157,Apple
492,5/4/17,6.460347852,Apple
493,5/4/17,2.972053619,Apple
494,5/4/17,1.613751505,Apple
495,5/4/17,4.383395031,Apple
496,5/5/17,1.976908055,Apple
497,5/5/17,7.404175641,Apple
498,5/5/17,-7.820391106,Apple
499,5/5/17,-0.745887309,Apple
500,5/5/17,-0.745887309,Apple
501,5/5/17,5.821319919,Apple
502,5/5/17,16.6895635,Apple
503,5/5/17,5.821319919,Apple
504,5/5/17,5.816592941,Apple
505,5/5/17,5.821319919,Apple
506,5/8/17,-2.308178612,Apple
507,5/8/17,12.20159967,Apple
508,5/8/17,12.82613176,Apple
509,5/8/17,1.373499548,Apple
510,5/8/17,9.237586704,Apple
511,5/8/17,1,Apple
512,5/8/17,5.414213562,Apple
513,5/9/17,7.613297254,Apple
514,5/9/17,6.169822901,Apple
515,5/9/17,0.782986131,Apple
516,5/9/17,3.030224192,Apple
517,5/9/17,6.453848258,Apple
518,5/9/17,5.393863769,Apple
519,5/9/17,5.044361674,Apple
520,5/9/17,5.044361674,Apple
521,5/9/17,-1,Apple
522,5/9/17,-1,Apple
523,5/10/17,2.943728662,Apple
524,5/10/17,4.169822901,Apple
525,5/10/17,3.520559952,Apple
526,5/10/17,4.417861222,Apple
527,5/10/17,7.983527495,Apple
528,5/10/17,5.723356733,Apple
529,5/10/17,4.336606242,Apple
530,5/10/17,7.204323147,Apple
531,5/10/17,4.336606242,Apple
532,5/10/17,6.972100297,Apple
533,5/11/17,-2,Apple
534,5/11/17,29.4804132,Apple
535,5/11/17,-12.64988576,Apple
536,5/11/17,-2,Apple
537,5/11/17,8.469936399,Apple
538,5/11/17,2.534242078,Apple
539,5/11/17,7.993963261,Apple
540,5/11/17,2.302373034,Apple
541,5/11/17,-2.420976519,Apple
542,5/11/17,-2.65447462,Apple
543,5/12/17,0,Apple
544,5/12/17,1.730251274,Apple
545,5/12/17,4.409486584,Apple
546,5/12/17,11.43545331,Apple
547,5/12/17,1,Apple
548,5/12/17,4.998767909,Apple
549,5/12/17,3.208834447,Apple
550,5/12/17,-2.986431555,Apple
551,5/12/17,5.648620318,Apple
552,5/12/17,4.229726029,Apple
553,5/15/17,2,Apple
554,5/15/17,6,Apple
555,5/15/17,2.003871904,Apple
556,5/15/17,1.229264003,Apple
557,5/15/17,1.597239591,Apple
558,5/15/17,-0.350576028,Apple
559,5/16/17,0.70764856,Apple
560,5/16/17,0.832901901,Apple
561,5/16/17,12.67598618,Apple
562,5/16/17,7.714483378,Apple
563,5/16/17,0.11986996,Apple
564,5/16/17,3.627573611,Apple
565,5/16/17,4.164050611,Apple
566,5/16/17,-0.590513416,Apple
567,5/16/17,-7.621155627,Apple
568,5/16/17,-3.462229634,Apple
569,5/17/17,7.508070834,Apple
570,5/17/17,-1.496250612,Apple
571,5/17/17,1,Apple
572,5/17/17,-2.916808423,Apple
573,5/17/17,-7.577566999,Apple
574,5/17/17,-3.043984335,Apple
575,5/17/17,-8.673378476,Apple
576,5/17/17,-9.577566999,Apple
577,5/17/17,-10.23283448,Apple
578,5/17/17,-10.23283448,Apple
579,5/18/17,-1,Apple
580,5/18/17,-6.417128572,Apple
581,5/18/17,-1.989234842,Apple
582,5/18/17,-4.464990555,Apple
583,5/18/17,-4,Apple
584,5/18/17,2.619924652,Apple
585,5/18/17,2.619924652,Apple
586,5/18/17,2.619924652,Apple
587,5/18/17,-18.28262335,Apple
588,5/18/17,3.619924652,Apple
589,5/19/17,0.60947374,Apple
590,5/19/17,6.103092878,Apple
591,5/19/17,-13.44419057,Apple
592,5/19/17,10.97966193,Apple
593,5/19/17,-4.231885555,Apple
594,5/19/17,9.085537275,Apple
595,5/19/17,-15.81345084,Apple
596,5/19/17,2,Apple
597,5/22/17,0.12926787,Apple
598,5/22/17,-4.070739402,Apple
599,5/22/17,-7.841561641,Apple
600,5/22/17,-0.426513296,Apple
601,5/22/17,1.54565673,Apple
602,5/22/17,3.173899356,Apple
603,5/22/17,2.407694453,Apple
604,5/22/17,-0.329994845,Apple
605,5/22/17,-3.350326908,Apple
606,5/22/17,5.016402397,Apple
607,5/23/17,-1.62194789,Apple
608,5/23/17,-3,Apple
609,5/23/17,-3,Apple
610,5/23/17,-2.30968766,Apple
611,5/23/17,-3.322115821,Apple
612,5/23/17,-3.322115821,Apple
613,5/23/17,-1,Apple
614,5/23/17,5.178423209,Apple
615,5/23/17,-5.121850248,Apple
616,5/23/17,-3.971770897,Apple
617,5/24/17,-3.322115821,Apple
618,5/24/17,4.306444699,Apple
619,5/24/17,14.87739161,Apple
620,5/24/17,4.698403115,Apple
621,5/24/17,13.36629819,Apple
622,5/24/17,3.830540318,Apple
623,5/24/17,0.209621161,Apple
624,5/24/17,5.748647912,Apple
625,5/24/17,2.7580409,Apple
626,5/24/17,-9.378867643,Apple
627,5/25/17,-0.988422687,Apple
628,5/25/17,-0.556507904,Apple
629,5/25/17,1.585786438,Apple
630,5/26/17,4.003886409,Apple
631,5/26/17,-4.501262959,Apple
632,5/26/17,8.109725673,Apple
633,5/30/17,8.761741462,Apple
634,5/30/17,5.96137892,Apple
635,5/30/17,-0.100845077,Apple
636,5/30/17,3.78771311,Apple
637,5/30/17,-2,Apple
638,5/30/17,9.042615981,Apple
639,5/30/17,-3,Apple
640,5/30/17,7.373499548,Apple
641,6/1/17,-0.221990596,Apple
642,6/1/17,1.77591223,Apple
643,6/1/17,3.224537024,Apple
644,6/1/17,20.62219119,Apple
645,6/1/17,2.140618968,Apple
646,6/1/17,0.729277556,Apple
647,6/2/17,-1.250040571,Apple
648,6/2/17,-1.386344576,Apple
649,6/2/17,-2.541590792,Apple
650,6/2/17,-1.386344576,Apple
651,6/2/17,-1.386344576,Apple
652,6/2/17,9.11245834,Apple
653,6/2/17,7.624639801,Apple
654,6/2/17,1.336896115,Apple
655,6/2/17,-0.221990596,Apple
656,6/2/17,11.02109941,Apple
657,6/5/17,4.584286489,Apple
658,6/5/17,4.584286489,Apple
659,6/5/17,-5.21819926,Apple
660,6/5/17,15.77899439,Apple
661,6/5/17,3.127071284,Apple
662,6/5/17,0.5089518,Apple
663,6/5/17,0.414213562,Apple
664,6/5/17,5.232521795,Apple
665,6/5/17,1.779119181,Apple
666,6/5/17,21.34637499,Apple
667,6/6/17,1,Apple
668,6/6/17,1,Apple
669,6/6/17,-2.402631925,Apple
670,6/6/17,3.409486584,Apple
671,6/6/17,4.521708953,Apple
672,6/6/17,0.373499548,Apple
673,6/6/17,8.736767344,Apple
674,6/6/17,1.149157391,Apple
675,6/6/17,3.330328578,Apple
676,6/6/17,13.46206921,Apple
677,6/7/17,-0.243432248,Apple
678,6/7/17,14.734861,Apple
679,6/7/17,14.5402707,Apple
680,6/7/17,4.763878207,Apple
681,6/7/17,2.4504023,Apple
682,6/7/17,-11.72212601,Apple
683,6/7/17,-10.14216204,Apple
684,6/7/17,-9.138395862,Apple
685,6/7/17,-7.142265519,Apple
686,6/7/17,-8.138395862,Apple
687,6/8/17,4.811354839,Apple
688,6/8/17,8.7443486,Apple
689,6/8/17,-12.37907008,Apple
690,6/8/17,-1.475627037,Apple
691,6/8/17,24.7169931,Apple
692,6/8/17,23.7169931,Apple
693,6/8/17,6.815800245,Apple
694,6/8/17,6.815800245,Apple
695,6/8/17,9.820555063,Apple
696,6/8/17,-12.367623,Apple
697,6/9/17,-7.50481563,Apple
698,6/9/17,3.956664516,Apple
699,6/9/17,3.102843111,Apple
700,6/9/17,1.871779737,Apple
701,6/9/17,-4.778033186,Apple
702,6/9/17,-4.8187472,Apple
703,6/9/17,-2.778033186,Apple
704,6/9/17,-10.50587823,Apple
705,6/9/17,2.616363228,Apple
706,6/9/17,2.616363228,Apple
707,6/12/17,5.552561394,Apple
708,6/12/17,6.552561394,Apple
709,6/12/17,3.088751643,Apple
710,6/12/17,-12.98234082,Apple
711,6/12/17,-6.38480853,Apple
712,6/12/17,-12.15249013,Apple
713,6/12/17,-11.48920582,Apple
714,6/12/17,-4.575789682,Apple
715,6/12/17,-1.235830496,Apple
716,6/12/17,-4.684368313,Apple
717,6/13/17,11.88573637,Apple
718,6/13/17,10.65919404,Apple
719,6/13/17,9.284438165,Apple
720,6/13/17,1.514941391,Apple
721,6/13/17,9.284438165,Apple
722,6/13/17,-6.25623094,Apple
723,6/13/17,9.386270103,Apple
724,6/13/17,7.138950213,Apple
725,6/13/17,1.336896115,Apple
726,6/13/17,1.336896115,Apple
727,6/14/17,4.707278071,Apple
728,6/14/17,1,Apple
729,6/14/17,0.062089759,Apple
730,6/14/17,7.502284294,Apple
731,6/14/17,0,Apple
732,6/14/17,6.095123452,Apple
733,6/14/17,-4.391261434,Apple
734,6/14/17,-2.86413748,Apple
735,6/14/17,0,Apple
736,6/14/17,2.727170957,Apple
737,6/15/17,-2.566687656,Apple
738,6/15/17,-0.027492743,Apple
739,6/15/17,6.657409963,Apple
740,6/15/17,7.216158836,Apple
741,6/15/17,-9.944663904,Apple
742,6/15/17,12.08033977,Apple
743,6/15/17,1.21374115,Apple
744,6/15/17,-6.335076938,Apple
745,6/15/17,-4.96753247,Apple
746,6/15/17,4.180852979,Apple
747,6/16/17,0.108416556,Apple
748,6/16/17,4.071248923,Apple
749,6/16/17,3.754528081,Apple
750,6/16/17,1.37805211,Apple
751,6/16/17,6.195937277,Apple
752,6/16/17,14.3825498,Apple
753,6/16/17,4.897007061,Apple
754,6/16/17,4.999892027,Apple
755,6/16/17,2.594422309,Apple
756,6/16/17,3.324121065,Apple
757,6/19/17,9.115531687,Apple
758,6/19/17,9.115531687,Apple
759,6/19/17,1.258606681,Apple
760,6/19/17,-5.050781647,Apple
761,6/19/17,7.148399925,Apple
762,6/19/17,5.044665461,Apple
763,6/19/17,12.61529375,Apple
764,6/19/17,13.79828064,Apple
765,6/20/17,11.81547126,Apple
766,6/20/17,-0.068582547,Apple
767,6/20/17,10.13618962,Apple
768,6/20/17,-5.914079541,Apple
769,6/20/17,-1,Apple
