,Date,Sentiment,Company
0,2017-01-23,1.288141499,Apple
1,2017-01-23,-5.885922839,Apple
2,2017-01-23,1.912650976,Apple
3,2017-01-23,-5.748706585,Apple
4,2017-01-23,-1.921919401,Apple
5,2017-01-23,-9.216101522,Apple
6,2017-01-23,2.148584952,Apple
7,2017-01-23,5.657472302,Apple
8,2017-01-23,-10.51196325,Apple
9,2017-01-23,-6.548156216,Apple
10,2017-01-24,2,Apple
11,2017-01-24,2,Apple
12,2017-01-24,-12.83178897,Apple
13,2017-01-24,-4.229223165,Apple
14,2017-01-24,-4.229223165,Apple
15,2017-01-24,-8.256504086,Apple
16,2017-01-24,-10.76412345,Apple
17,2017-01-24,1.925030156,Apple
18,2017-01-24,-10.76412345,Apple
19,2017-01-24,5.272702341,Apple
20,2017-01-25,-13.63543857,Apple
21,2017-01-25,0.671776836,Apple
22,2017-01-25,-12.14677848,Apple
23,2017-01-25,-1.741182538,Apple
24,2017-01-25,10.82830855,Apple
25,2017-01-25,0.117118148,Apple
26,2017-01-25,-14.26231017,Apple
27,2017-01-25,-11.26231017,Apple
28,2017-01-25,8.43696642,Apple
29,2017-01-25,0.612889095,Apple
30,2017-01-26,-15.22354919,Apple
31,2017-01-26,-14.97727742,Apple
32,2017-01-26,16.99685991,Apple
33,2017-01-26,-6.890883218,Apple
34,2017-01-26,-6.775494731,Apple
35,2017-01-26,-8.106326409,Apple
36,2017-01-26,-31.68204776,Apple
37,2017-01-26,-26.22882794,Apple
38,2017-01-26,-5.501131894,Apple
39,2017-01-26,-4.034542157,Apple
40,2017-01-27,-11.85517671,Apple
41,2017-01-27,-1.479843727,Apple
42,2017-01-27,8.837930622,Apple
43,2017-01-27,7.26392308,Apple
44,2017-01-27,5.796659492,Apple
45,2017-01-27,1.642676681,Apple
46,2017-01-30,-10.67054682,Apple
47,2017-01-30,9.20541341,Apple
48,2017-01-30,8.235102011,Apple
49,2017-01-31,-7.237073954,Apple
50,2017-01-31,0.431397067,Apple
51,2017-01-31,-19.39356553,Apple
52,2017-01-31,-6.219880141,Apple
53,2017-01-31,0.822962605,Apple
